Company Name,Website,Clearbit Logo URL,Category,Domain,@dropdown,Type/Category,Geographic Coverage,Loan Size Range,Email/Phone,Products,Sectors Served,CITR Accredited,LinkedIn/Twitter,FCA Status,Notes,Source
MT Finance,https://www.mtfinance.com,https://www.google.com/s2/favicons?domain=www.mtfinance.com&sz=128,Development Finance,mtfinance.com
Manta Finance,https://mantafinance.com,https://www.google.com/s2/favicons?domain=mantafinance.com&sz=128,Asset Finance,mantafinance.com
MarketFinance,https://www.marketfinance.com,https://www.google.com/s2/favicons?domain=www.marketfinance.com&sz=128,Alternative Lender,marketfinance.com
MarketFinance (formerly Market Invoice),https://www.marketfinance.com,https://www.google.com/s2/favicons?domain=www.marketfinance.com&sz=128,,,,Fintech Lender,"UK, Europe","£10,000 - £5m",Apply online,"Invoice finance, business loans, revenue finance",SMEs with invoices/recurring revenue,No,@MarketFinance,FCA Regulated,Leading alternative finance platform,Exa Search
Masthaven Bank,https://www.masthaven.co.uk,https://www.google.com/s2/favicons?domain=www.masthaven.co.uk&sz=128,Specialist Bank,masthaven.co.uk
Merchant House Finance,https://www.merchanthousefinance.com,https://www.google.com/s2/favicons?domain=www.merchanthousefinance.com&sz=128,Asset Finance,merchanthousefinance.com
Metro Bank,https://www.metrobank.co.uk,https://www.google.com/s2/favicons?domain=www.metrobank.co.uk&sz=128,Challenger Bank,metrobank.co.uk
Metro Bank SME Finance,https://www.metrobank.co.uk/business,https://www.google.com/s2/favicons?domain=www.metrobank.co.uk&sz=128,,,,Invoice Finance / Bank,UK (National),Up to 90% advance,Contact via website,"Invoice finance, factoring",SMEs,No,@Metro_Bank,FCA Regulated (Bank),"Formerly SME Invoice Finance, zero cancellation penalties","FundInvoice List, Expert Market #4"
Mintus,https://www.mintus.com,https://www.google.com/s2/favicons?domain=www.mintus.com&sz=128,P2P,mintus.com
Momenta Finance,https://www.momentafinance.com,https://www.google.com/s2/favicons?domain=www.momentafinance.com&sz=128,Alternative Lender,momentafinance.com
Monzo,https://www.monzo.com,https://www.google.com/s2/favicons?domain=www.monzo.com&sz=128,Challenger Bank,monzo.com
My Muse,https://getmymuse.com/,https://www.google.com/s2/favicons?domain=getmymuse.com&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,"Invoice finance, innovation finance","SMEs, startups",No,,FCA Regulated,"Muse Corporation trading as, includes Innovation Finance",FundInvoice List
NatWest,https://www.natwest.com/business,https://www.google.com/s2/favicons?domain=www.natwest.com&sz=128,Major Bank,natwest.com
NatWest (Trade Finance),https://www.natwest.com/business,https://www.google.com/s2/favicons?domain=www.natwest.com&sz=128,,,,Major Bank,UK (National),Various,Relationship banking,"Trade loans, trade discounting, supplier chain finance","Exporters, importers",No,@NatWest_Help,FCA Regulated (Bank),Dedicated export trade specialists,Exa Search
NatWest Trade Finance,https://www.natwest.com/business,https://www.google.com/s2/favicons?domain=www.natwest.com&sz=128,,,,Trade Finance / Bank,"UK, International",Various,Relationship banking,"Trade finance, export finance, FX","SMEs, corporates",No,@NatWest_Help,FCA Regulated (Bank),Major UK bank trade finance,Trade Finance Research
Novuna Business Cash Flow,https://www.novunabusinessfinance.co.uk,https://www.google.com/s2/favicons?domain=www.novunabusinessfinance.co.uk&sz=128,Asset Finance,novunabusinessfinance.co.uk
Nucleus Commercial Finance,https://www.nucleuscommercial.com,https://www.google.com/s2/favicons?domain=www.nucleuscommercial.com&sz=128,Invoice Finance,nucleuscommercial.com
OakNorth Bank,https://www.oaknorth.co.uk,https://www.google.com/s2/favicons?domain=www.oaknorth.co.uk&sz=128,Challenger Bank,oaknorth.co.uk
Octopus Real Estate,https://www.octopusrealestatelending.com,https://www.google.com/s2/favicons?domain=www.octopusrealestatelending.com&sz=128,Development Finance,octopusrealestatelending.com
Optimum Finance,https://www.optimumfinance.co.uk,https://www.google.com/s2/favicons?domain=www.optimumfinance.co.uk&sz=128,Invoice Finance,optimumfinance.co.uk
Panel Financial,https://www.panel-financial.co.uk/,https://www.google.com/s2/favicons?domain=www.panel-financial.co.uk&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,Invoice finance,SMEs,No,,FCA Regulated,Invoice finance provider,FundInvoice List
Paragon Bank,https://www.paragonbankinggroup.co.uk,https://www.google.com/s2/favicons?domain=www.paragonbankinggroup.co.uk&sz=128,Specialist Bank,paragonbankinggroup.co.uk
Paragon Bank Business Finance,https://www.paragonbankinggroup.co.uk,https://www.google.com/s2/favicons?domain=www.paragonbankinggroup.co.uk&sz=128,,,,Invoice Finance / Bank,UK (National),Various,Contact via website,"Invoice finance, asset finance",SMEs,No,@ParagonBankPLC,FCA Regulated (Bank),Formerly Five Arrows/State Securities,FundInvoice List
Partnership Invoice Finance,https://partnershipinvoicefinance.co.uk/,https://www.google.com/s2/favicons?domain=partnershipinvoicefinance.co.uk&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,Invoice finance,SMEs,No,,FCA Regulated,Invoice finance provider,FundInvoice List
Peak Cashflow,https://peakcashflow.co.uk/,https://www.google.com/s2/favicons?domain=peakcashflow.co.uk&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,Invoice finance,SMEs,No,,FCA Regulated,Invoice finance provider,FundInvoice List
Penny,https://www.penny.finance,https://www.google.com/s2/favicons?domain=www.penny.finance&sz=128,Alternative Lender,penny.finance
Pitney Bowes Finance,https://www.pitneybowes.co.uk,https://www.google.com/s2/favicons?domain=www.pitneybowes.co.uk&sz=128,Asset Finance,pitneybowes.co.uk
Plend,https://www.plend.co.uk,https://www.google.com/s2/favicons?domain=www.plend.co.uk&sz=128,P2P,plend.co.uk
Praetura Commercial Finance,https://www.praeturafinancialgroup.co.uk,https://www.google.com/s2/favicons?domain=www.praeturafinancialgroup.co.uk&sz=128,Invoice Finance,praeturafinancialgroup.co.uk
Proplend,https://www.proplend.com,https://www.google.com/s2/favicons?domain=www.proplend.com&sz=128,Development Finance,proplend.com
Pulse Finance,https://pulsefinancelimited.com/,https://www.google.com/s2/favicons?domain=pulsefinancelimited.com&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,Invoice finance,SMEs,No,,FCA Regulated,"Formerly Pulse Cashflow Finance, MBO 15/04/25, includes Calverton Finance",FundInvoice List
Purple Shoots,https://purpleshoots.org/,https://www.google.com/s2/favicons?domain=purpleshoots.org&sz=128,,,,CDFI - Commercial Lending,Regional (UK),Various,,Business finance,SMEs,Yes,,FCA Regulated,CDFI for SMEs,CITR List
Quba Solutions,https://quba.solutions/,https://www.google.com/s2/favicons?domain=quba.solutions&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,Invoice finance,SMEs,No,,FCA Regulated,Invoice finance provider,FundInvoice List
Qube Financing,https://www.qubefinancing.com/,https://www.google.com/s2/favicons?domain=www.qubefinancing.com&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,Invoice finance,SMEs,No,,FCA Regulated,Invoice finance provider,FundInvoice List
RBS Asset Finance,https://www.rbs.co.uk/business,https://www.google.com/s2/favicons?domain=www.rbs.co.uk&sz=128,,,,Asset Finance / Bank,UK (National),Various,Contact via website,"Asset finance, equipment finance, structured finance",All sectors,No,@RBS_Help,FCA Regulated (Bank),Part of NatWest Group,Asset Finance Research
RBS Invoice Finance,https://www.rbs.co.uk/business,https://www.google.com/s2/favicons?domain=www.rbs.co.uk&sz=128,,,,Invoice Finance / Bank,UK (focus Scotland),Up to 90% advance,Relationship banking,"Invoice finance (FacFlow), export finance, trade finance","SMEs, exporters",No,@RBS_Help,FCA Regulated (Bank),"Part of NatWest Group, dedicated support","FundInvoice List, Expert Market #5"
Raise,https://www.raisetech.io/,https://www.google.com/s2/favicons?domain=www.raisetech.io&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,Invoice finance,SMEs,No,,FCA Regulated,1ST PS Limited rebranded in 2022,FundInvoice List
Reality Finance Solutions,https://www.realityfinance.com,https://www.google.com/s2/favicons?domain=www.realityfinance.com&sz=128,Asset Finance,realityfinance.com
Rebuildingsociety,https://www.rebuildingsociety.com,https://www.google.com/s2/favicons?domain=www.rebuildingsociety.com&sz=128,P2P,rebuildingsociety.com
Recruitment Funding Solutions,https://recruitmentfundingsolutions.co.uk/,https://www.google.com/s2/favicons?domain=recruitmentfundingsolutions.co.uk&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,Invoice finance for recruitment,Recruitment agencies,No,,FCA Regulated,Specialist recruitment sector finance,FundInvoice List
Redd Factors,https://www.reddfactors.co.uk/,https://www.google.com/s2/favicons?domain=www.reddfactors.co.uk&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,"Factoring, invoice finance",SMEs,No,,FCA Regulated,Invoice finance provider,FundInvoice List
Regency Factors,https://www.regencyfactors.com/,https://www.google.com/s2/favicons?domain=www.regencyfactors.com&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,"Factoring, invoice finance",SMEs,No,,FCA Regulated,Acquired Inksmoor/Acuity,FundInvoice List
Resonance Enterprise Growth Investment CIC,https://resonance.ltd.uk/get-investment/enterprise-growth-funds/,https://www.google.com/s2/favicons?domain=resonance.ltd.uk&sz=128,,,,CDFI - Social Enterprise,UK,Various,,Social enterprise investment,Social enterprises,Yes,,FCA Regulated,"CIC structure, enterprise growth focus",CITR List
Revolut Business,https://www.revolut.com/business/,https://www.google.com/s2/favicons?domain=www.revolut.com&sz=128,Challenger Bank,revolut.com
Reward Finance Group,https://rewardfunding.co.uk/,https://www.google.com/s2/favicons?domain=rewardfunding.co.uk&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,Invoice finance,SMEs,No,,FCA Regulated,Invoice finance provider,FundInvoice List
Royal Bank of Scotland,https://www.rbs.co.uk/business,https://www.google.com/s2/favicons?domain=www.rbs.co.uk&sz=128,Major Bank,rbs.co.uk
Royal Bank of Scotland (Trade),https://www.rbs.co.uk/business,https://www.google.com/s2/favicons?domain=www.rbs.co.uk&sz=128,,,,Major Bank,UK (focus Scotland),Various,Relationship banking,"Export finance, trade loans, trade discounting",Exporters,No,@RBS_Help,FCA Regulated (Bank),Part of NatWest Group,Exa Search
SWIG Finance,https://www.swigfinance.co.uk,https://www.google.com/s2/favicons?domain=www.swigfinance.co.uk&sz=128,CDFI,swigfinance.co.uk
Sallyport Commercial Finance,https://sallyportcf.co.uk/,https://www.google.com/s2/favicons?domain=sallyportcf.co.uk&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,"Invoice finance, asset based lending",SMEs,No,,FCA Regulated,Commercial finance provider,FundInvoice List
Saltend Community Development Company,https://www.sirius-hull.co.uk/,https://www.google.com/s2/favicons?domain=www.sirius-hull.co.uk&sz=128,,,,CDFI - Community Development,Regional,Various,,Community development finance,Local community businesses,Yes,,FCA Regulated,Community focused,CITR List
Santander Asset Finance,https://www.santander.co.uk/business,https://www.google.com/s2/favicons?domain=www.santander.co.uk&sz=128,,,,Asset Finance / Bank,"UK, International",Various,Contact via website,"Asset finance, equipment finance, structured finance",Multiple sectors,No,@santanderukhelp,FCA Regulated (Bank),Major bank with £5bn+ asset finance portfolio,Asset Finance Research
Santander Invoice Finance,https://www.santander.co.uk/business,https://www.google.com/s2/favicons?domain=www.santander.co.uk&sz=128,,,,Invoice Finance / Bank,"UK, International",Various,Relationship banking,"Invoice finance, trade finance","SMEs, corporates",No,@santanderukhelp,FCA Regulated (Bank),Major bank invoice finance division,FundInvoice List
Santander Trade Finance,https://www.santander.co.uk/business,https://www.google.com/s2/favicons?domain=www.santander.co.uk&sz=128,,,,Trade Finance / Bank,"UK, International",Various,Relationship banking,"Trade finance, export finance, documentary credits","SMEs, corporates",No,@santanderukhelp,FCA Regulated (Bank),Major trade finance provider,Trade Finance Research
Santander UK,https://www.santander.co.uk/business,https://www.google.com/s2/favicons?domain=www.santander.co.uk&sz=128,Major Bank,santander.co.uk
Santander UK (Trade Finance),https://www.santander.co.uk/business,https://www.google.com/s2/favicons?domain=www.santander.co.uk&sz=128,,,,Major Bank,"UK, International",Various,Relationship banking,"Trade finance solutions, letters of credit",International traders,No,@santanderukhelp,FCA Regulated (Bank),Dedicated trade finance team,Exa Search
Satago,https://www.satago.com,https://www.google.com/s2/favicons?domain=www.satago.com&sz=128,Invoice Finance,satago.com
Secure Trust Bank,https://www.securetrustbank.com,https://www.google.com/s2/favicons?domain=www.securetrustbank.com&sz=128,Specialist Bank,securetrustbank.com
Secure Trust Bank Commercial Finance,https://www.securetrustbank.com,https://www.google.com/s2/favicons?domain=www.securetrustbank.com&sz=128,,,,Asset Finance / Bank,UK (National),Various,Contact via website,"Asset finance, invoice finance",SMEs,No,@SecureTrust,FCA Regulated (Bank),Part of Arbuthnot Banking Group,Asset Finance Research
Seedar Finance,https://seedar.finance/,https://www.google.com/s2/favicons?domain=seedar.finance&sz=128,,,,CDFI - Commercial Lending,Regional (UK),Various,,Business finance,SMEs,Yes,,FCA Regulated,SME focused CDFI,CITR List
Select Invoice Finance,https://selectinvoicefinance.com/,https://www.google.com/s2/favicons?domain=selectinvoicefinance.com&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,Selective invoice finance,SMEs,No,,FCA Regulated,Selective invoice finance specialist,FundInvoice List
Shawbrook Bank,https://www.shawbrook.co.uk,https://www.google.com/s2/favicons?domain=www.shawbrook.co.uk&sz=128,Specialist Bank,shawbrook.co.uk
Shire Invoice Finance,https://www.fundyourinvoice.co.uk,https://www.google.com/s2/favicons?domain=www.fundyourinvoice.co.uk&sz=128,Invoice Finance,fundyourinvoice.co.uk
Shire Leasing,https://www.shireleasing.co.uk,https://www.google.com/s2/favicons?domain=www.shireleasing.co.uk&sz=128,Asset Finance,shireleasing.co.uk
Shojin,https://www.shojin.co.uk,https://www.google.com/s2/favicons?domain=www.shojin.co.uk&sz=128,Development Finance,shojin.co.uk
Siemens Financial Services,https://www.siemensfinancialservices.co.uk,https://www.google.com/s2/favicons?domain=www.siemensfinancialservices.co.uk&sz=128,Asset Finance,siemensfinancialservices.co.uk
Silverburn Finance,https://www.silverburnfinance.com/,https://www.google.com/s2/favicons?domain=www.silverburnfinance.com&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,Invoice finance,SMEs,No,,FCA Regulated,Invoice finance provider,FundInvoice List
Skipton Business Finance,https://www.skiptonbusinessfinance.co.uk,https://www.google.com/s2/favicons?domain=www.skiptonbusinessfinance.co.uk&sz=128,Alternative Lender,skiptonbusinessfinance.co.uk
Social Investment Business Foundation,https://www.sibgroup.org.uk,https://www.google.com/s2/favicons?domain=www.sibgroup.org.uk&sz=128,CDFI,sibgroup.org.uk
Social Investment Scotland (SIS),https://www.socialinvestmentscotland.com,https://www.google.com/s2/favicons?domain=www.socialinvestmentscotland.com&sz=128,CDFI,socialinvestmentscotland.com
Sonovate,https://www.sonovate.com,https://www.google.com/s2/favicons?domain=www.sonovate.com&sz=128,Invoice Finance,sonovate.com
Starling Bank,https://www.starlingbank.com,https://www.google.com/s2/favicons?domain=www.starlingbank.com&sz=128,Challenger Bank,starlingbank.com
Swoop Funding,https://www.swoopfunding.com,https://www.google.com/s2/favicons?domain=www.swoopfunding.com&sz=128,Broker,swoopfunding.com
Syscap,https://www.syscap.com,https://www.google.com/s2/favicons?domain=www.syscap.com&sz=128,Asset Finance,syscap.com
Tandem Bank,https://www.tandem.co.uk,https://www.google.com/s2/favicons?domain=www.tandem.co.uk&sz=128,Challenger Bank,tandem.co.uk
Tandem Invoice Finance,https://fundingforbusiness.weebly.com/,https://www.google.com/s2/favicons?domain=fundingforbusiness.weebly.com&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,Invoice finance,SMEs,No,,FCA Regulated,Invoice finance provider,FundInvoice List
Team Factors,https://www.teamfactors.co.uk/,https://www.google.com/s2/favicons?domain=www.teamfactors.co.uk&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,"Factoring, invoice finance",SMEs,No,,FCA Regulated,Acquired Apollo Business Finance 2024,FundInvoice List
The Enterprise Fund (GC Business Finance),https://businessfinance.growthco.uk/,https://www.google.com/s2/favicons?domain=businessfinance.growthco.uk&sz=128,,,,CDFI - Commercial Lending,Regional (UK),Various,,Business finance,SMEs,Yes,,FCA Regulated,Trading as GC Business Finance,CITR List
ThinCats,https://www.thincats.com,https://www.google.com/s2/favicons?domain=www.thincats.com&sz=128,P2P,thincats.com
Tide,https://www.tide.co/,https://www.google.com/s2/favicons?domain=www.tide.co&sz=128,Challenger Bank,tide.co
Time Finance,https://www.timefinance.com,https://www.google.com/s2/favicons?domain=www.timefinance.com&sz=128,Invoice Finance,timefinance.com
Together Money,https://www.togethermoney.com,https://www.google.com/s2/favicons?domain=www.togethermoney.com&sz=128,Development Finance,togethermoney.com
Tradeplus24,https://www.tradeplus24.com,https://www.google.com/s2/favicons?domain=www.tradeplus24.com&sz=128,Trade Finance,tradeplus24.com
Triodos Crowdfunding,https://www.triodos.co.uk/crowdfunding,https://www.google.com/s2/favicons?domain=www.triodos.co.uk&sz=128,P2P,triodos.co.uk
Triver,https://triver.com/,https://www.google.com/s2/favicons?domain=triver.com&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,Invoice finance,SMEs,No,,FCA Regulated,Invoice finance provider,FundInvoice List
UK Export Finance (UKEF),https://www.ukexportfinance.gov.uk,https://www.google.com/s2/favicons?domain=www.ukexportfinance.gov.uk&sz=128,Government,gov.uk
Ulster Bank,https://digital.ulsterbank.co.uk/business,https://www.google.com/s2/favicons?domain=digital.ulsterbank.co.uk&sz=128,Major Bank,ulsterbank.co.uk
Ulster Bank (Trade Finance),https://digital.ulsterbank.co.uk/business,https://www.google.com/s2/favicons?domain=digital.ulsterbank.co.uk&sz=128,,,,Major Bank,"Northern Ireland, ROI",Various,Relationship banking,"Global trade finance, letters of credit, bonds",International traders,No,@UlsterBank_Help,FCA Regulated (Bank),Market-leading online trade platform,Exa Search
Ulster Bank Trade Finance,https://www.ulsterbank.co.uk/business,https://www.google.com/s2/favicons?domain=www.ulsterbank.co.uk&sz=128,,,,Trade Finance / Bank,"Northern Ireland, UK",Various,Contact via website,"Trade finance, export finance","SMEs, corporates",No,@UlsterBank_Help,FCA Regulated (Bank),Part of NatWest Group,Trade Finance Research
Ulster Community Investment Trust,https://communityfinanceireland.com/,https://www.google.com/s2/favicons?domain=communityfinanceireland.com&sz=128,,,,CDFI - Commercial Lending,Northern Ireland,Various,,Business loans,SMEs in Northern Ireland,Yes,,FCA Regulated,Northern Ireland focused CDFI,CITR List
Ultimate Finance,https://www.ultimatefinance.co.uk,https://www.google.com/s2/favicons?domain=www.ultimatefinance.co.uk&sz=128,Invoice Finance,ultimatefinance.co.uk
Ultimate Finance Group,https://www.ultimatefinance.co.uk,https://www.google.com/s2/favicons?domain=www.ultimatefinance.co.uk&sz=128,,,,Trade Finance,UK (National),£25k - £1m,Contact via website,"Trade finance, invoice finance, asset finance",UK exporters and SMEs,No,,FCA Regulated,"Includes Ashley Commercial/Ashley Finance, trade specialist",Trade Finance Research
Uncapped,https://www.weareuncapped.com,https://www.google.com/s2/favicons?domain=www.weareuncapped.com&sz=128,Revenue-Based Finance,weareuncapped.com
United Trust Bank,https://www.utbank.co.uk,https://www.google.com/s2/favicons?domain=www.utbank.co.uk&sz=128,Specialist Bank,utbank.co.uk
Virgin Money,https://uk.virginmoney.com/business,https://www.google.com/s2/favicons?domain=uk.virginmoney.com&sz=128,Bank,virginmoney.com
Volkswagen Financial Services,https://www.vwfs.co.uk,https://www.google.com/s2/favicons?domain=www.vwfs.co.uk&sz=128,Vendor Finance,vwfs.co.uk
WeDo Finance,https://wedo-finance.com/,https://www.google.com/s2/favicons?domain=wedo-finance.com&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,Invoice finance,SMEs,No,,FCA Regulated,Invoice finance provider,FundInvoice List
White Oak UK,https://www.whiteoakuk.com,https://www.google.com/s2/favicons?domain=www.whiteoakuk.com&sz=128,Invoice Finance,whiteoakuk.com
Workwell Outsourcing (EasyPay),https://workwelloutsourcing.com/,https://www.google.com/s2/favicons?domain=workwelloutsourcing.com&sz=128,,,,Invoice Finance,UK (National),Various,Contact via website,"Invoice finance, payroll outsourcing",SMEs,No,,FCA Regulated,Invoice finance with payroll services,FundInvoice List
Yoru Factor,https://yurofactor.com,https://www.google.com/s2/favicons?domain=yurofactor.com&sz=128,,yurofactor.com,,Invoice Finance,UK (National),Various,Contact via website,"Factoring, invoice finance",SMEs,No,,FCA Regulated,Invoice finance provider,FundInvoice List
YouLend,https://www.youlend.com,https://www.google.com/s2/favicons?domain=www.youlend.com&sz=128,Merchant Cash Advance,youlend.com
Zodeq,https://www.zodeq.com,https://www.google.com/s2/favicons?domain=www.zodeq.com&sz=128,Invoice Finance,zodeq.com
Zopa Bank,https://www.zopa.com,https://www.google.com/s2/favicons?domain=www.zopa.com&sz=128,Challenger Bank,zopa.com
eCapital Commercial Finance,https://www.ecapital.com,https://www.google.com/s2/favicons?domain=www.ecapital.com&sz=128,Invoice Finance,ecapital.com
iwoca,https://www.iwoca.co.uk,https://www.google.com/s2/favicons?domain=www.iwoca.co.uk&sz=128,Alternative Lender,iwoca.co.uk
